student_id,vle_engagement_score,entrepreneurial_grit_index,innovation_credits_completed,competitions_participated,competitions_won,portfolio_achievement_scale,skills_possessed,skills_seeking,competition_history,has_startup,startup_industry,semantic_pitch_statement,tech_readiness_level_trl,mentorship_hours,founder_idea_fit_score,market_readiness_score,team_size,patents_filed,technology_transfers_completed,revenue_generated_usd,seed_funding_received,startup_achievement,startup_achievement_scale,investor_details,success_prediction_label
STU08424,33,4.5,10,11,1,4.6,Data Engineering | Cybersecurity | DevOps,Data Analysis | Natural Language Processing,Product Design Sprint | State-Level Startup Pitch | National Hackathon | Social Entrepreneurship Challenge | Data Science Olympiad | Campus Ideathon | Smart India Hackathon (SIH) | Climate Action Hackathon | Inter-College Innovation Challenge | IEEE Paper Presentation,1,FinTech,We solve lack of affordable mental health access for rural farmers by building a blockchain-backed traceability ledger in the FinTech sector.,9,88,0.69,0.43,3,1,1,47917,1,Reached ₹5 Lakh Monthly Recurring Revenue,9.5,Tier-1 VC Partner (₹1Cr seed),1
STU08425,104,6,10,12,0,3.6,Node.js | Computer Vision,IoT | AR/VR Development | Cloud Computing,Inter-College Innovation Challenge | State-Level Startup Pitch | Social Entrepreneurship Challenge | Climate Action Hackathon | Campus Ideathon | Smart India Hackathon (SIH) | Data Science Olympiad | National Hackathon | IEEE Paper Presentation | Product Design Sprint,1,HealthTech,We solve high student dropout rates in rural areas for school teachers in tier-3 districts by building an AI-driven predictive analytics dashboard in the HealthTech sector.,5,58,0.7,0.54,2,0,0,0,1,Won Best DeepTech Prototype at National Hackathon,7.6,University Seed Fund,0
STU08426,116,3.3,4,9,7,10,Cybersecurity,UI/UX Design | React.js | Android Development,Climate Action Hackathon | Data Science Olympiad | State-Level Startup Pitch | Campus Ideathon | National Hackathon | Smart India Hackathon (SIH) | Product Design Sprint | Inter-College Innovation Challenge | IEEE Paper Presentation,1,FinTech,We solve poor financial literacy among youth for rural farmers by building a federated machine learning recommendation system in the FinTech sector.,9,72,0.87,0.43,4,3,0,0,1,Onboarded 500+ Beta Users,9.2,Angel Syndicate (₹25L round),1
STU08427,146,6.5,3,11,2,5.3,iOS Development | Cybersecurity | Business Analytics | Django,Node.js | Android Development | IoT,Smart India Hackathon (SIH) | Climate Action Hackathon | State-Level Startup Pitch | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Product Design Sprint | Data Science Olympiad | National Hackathon | IEEE Paper Presentation | Campus Ideathon,1,SpaceTech,We solve lack of affordable mental health access for environmental compliance officers by building an IoT sensor network with real-time alerts in the SpaceTech sector.,5,78,0.78,0.44,8,0,0,0,1,Secured Letter of Intent from Industry Partner,7.4,University Seed Fund,0
STU08428,246,5.5,3,6,0,2.1,UI/UX Design,Android Development,Climate Action Hackathon | State-Level Startup Pitch | Social Entrepreneurship Challenge | Data Science Olympiad | Product Design Sprint | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08429,456,1.2,7,4,4,7,Natural Language Processing | Android Development | iOS Development | UI/UX Design,Embedded Systems | React.js | Cloud Computing,Product Design Sprint | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08430,195,2.5,7,5,2,4.7,Machine Learning | Data Analysis,Embedded Systems | Django | Computer Vision,Product Design Sprint | IEEE Paper Presentation | Campus Ideathon | State-Level Startup Pitch | National Hackathon,1,SpaceTech,We solve carbon-intensive logistics operations for low-income urban households by building a mobile-first community engagement platform in the SpaceTech sector.,8,52,0.6,0.82,3,3,1,12876,1,Won Best DeepTech Prototype at National Hackathon,9,Tier-1 VC Partner (₹1Cr seed),0
STU08431,46,6.4,10,5,4,7.4,Blockchain | Natural Language Processing,Cloud Computing | Embedded Systems | UI/UX Design,National Hackathon | IEEE Paper Presentation | Data Science Olympiad | Inter-College Innovation Challenge | Campus Ideathon,1,FinTech,We solve carbon-intensive logistics operations for low-income urban households by building a conversational AI patient triage assistant in the FinTech sector.,3,11,0.84,0.58,8,0,0,0,0,Featured in YourStory Startup Edition,4.7,Bootstrapped,0
STU08432,155,5.4,11,8,5,9.1,Blockchain | Computer Vision,Cloud Computing | DevOps,Product Design Sprint | Climate Action Hackathon | Inter-College Innovation Challenge | IEEE Paper Presentation | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | National Hackathon | Data Science Olympiad,1,EdTech,We solve high student dropout rates in rural areas for early-stage startup founders by building a federated machine learning recommendation system in the EdTech sector.,2,24,0.83,0.75,6,0,0,0,0,Reached ₹5 Lakh Monthly Recurring Revenue,4.9,Bootstrapped,1
STU08433,276,6.4,1,12,1,4.1,Data Engineering | Data Analysis | Android Development | DevOps,Business Analytics | Blockchain | IoT,State-Level Startup Pitch | Climate Action Hackathon | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | Campus Ideathon | Inter-College Innovation Challenge | National Hackathon | IEEE Paper Presentation | Data Science Olympiad | Product Design Sprint,1,EdTech,We solve inaccessible legal aid for low-income families for small business owners by building an AI-driven predictive analytics dashboard in the EdTech sector.,5,5,0.76,0.7,2,0,0,0,0,Won Best DeepTech Prototype at National Hackathon,5.6,Bootstrapped,0
STU08434,77,3.3,0,7,5,8,Business Analytics,Android Development | Cybersecurity,IEEE Paper Presentation | Smart India Hackathon (SIH) | National Hackathon | Social Entrepreneurship Challenge | Campus Ideathon | Inter-College Innovation Challenge | Climate Action Hackathon,1,HRTech,We solve inaccessible legal aid for low-income families for small business owners by building a blockchain-backed traceability ledger in the HRTech sector.,3,29,0.84,0.54,8,0,0,0,0,Completed DST-NIDHI PRAYAS Grant,5.2,Bootstrapped,0
STU08435,490,3,12,7,5,9,Data Analysis | Computer Vision | Business Analytics | Blockchain,Django,Data Science Olympiad | Product Design Sprint | Climate Action Hackathon | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | State-Level Startup Pitch,1,AgriTech,We solve high student dropout rates in rural areas for early-stage startup founders by building a gamified financial literacy learning app in the AgriTech sector.,2,70,0.7,0.68,3,0,0,0,0,Awarded BIRAC BIG Grant,4.9,Bootstrapped,1
STU08436,302,4.6,11,0,0,1.9,Natural Language Processing | Data Engineering | Business Analytics | React.js,DevOps,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08437,256,1.7,1,7,3,5.7,Business Analytics,Android Development | Data Analysis,Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Campus Ideathon | Data Science Olympiad | IEEE Paper Presentation | National Hackathon | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08438,328,3,7,0,0,1.6,Embedded Systems,Business Analytics,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08439,459,3.9,3,12,2,5.4,Data Engineering | Natural Language Processing | Android Development | DevOps,Embedded Systems,Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Product Design Sprint | Campus Ideathon | Climate Action Hackathon | National Hackathon | IEEE Paper Presentation | Data Science Olympiad | Smart India Hackathon (SIH) | State-Level Startup Pitch,1,EdTech,We solve manual compliance reporting in hospitals for first-generation college students by building a blockchain-backed traceability ledger in the EdTech sector.,7,32,0.73,0.97,8,2,2,0,0,Onboarded 500+ Beta Users,8.1,Government TIDE 2.0 Grant,0
STU08440,311,2,2,10,10,10,Android Development | Natural Language Processing,DevOps | AR/VR Development | Blockchain,IEEE Paper Presentation | Climate Action Hackathon | State-Level Startup Pitch | Data Science Olympiad | Campus Ideathon | Product Design Sprint | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | Social Entrepreneurship Challenge | National Hackathon,1,CivicTech,We solve fragmented agricultural market data for early-stage startup founders by building a peer-to-peer micro-mentorship application in the CivicTech sector.,6,22,0.99,0.87,5,0,0,0,0,Selected for Atal Incubation Mission,6.5,SIDBI Startup Mitra Fund,0
STU08441,417,2.9,6,9,6,10,Android Development | Python | Natural Language Processing | React.js,Data Analysis | iOS Development,Social Entrepreneurship Challenge | Campus Ideathon | Product Design Sprint | IEEE Paper Presentation | National Hackathon | Climate Action Hackathon | State-Level Startup Pitch | Data Science Olympiad | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08442,280,6.9,7,6,0,2.5,Embedded Systems | AR/VR Development,Python | Cybersecurity | UI/UX Design,National Hackathon | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | State-Level Startup Pitch | Climate Action Hackathon,1,CleanEnergy,We solve fragmented agricultural market data for early-stage startup founders by building an IoT sensor network with real-time alerts in the CleanEnergy sector.,8,64,0.74,0.92,8,1,0,0,1,Selected for Atal Incubation Mission,9,Corporate Innovation Arm,1
STU08443,390,6.2,8,0,0,1.6,Android Development | Machine Learning | UI/UX Design | Cloud Computing,Node.js | IoT,None,1,CleanEnergy,We solve inadequate early flood warning systems for small business owners by building an AI-driven predictive analytics dashboard in the CleanEnergy sector.,8,81,0.67,0.6,7,3,3,96234,1,Onboarded 500+ Beta Users,9.6,Angel Syndicate (₹25L round),1
STU08444,346,6.3,0,5,2,4.2,Django | Computer Vision | Data Engineering,Machine Learning | Android Development | Business Analytics,National Hackathon | Campus Ideathon | Product Design Sprint | Social Entrepreneurship Challenge | State-Level Startup Pitch,1,AgriTech,We solve carbon-intensive logistics operations for environmental compliance officers by building a gamified financial literacy learning app in the AgriTech sector.,8,76,0.75,0.38,6,3,1,34382,1,Secured Letter of Intent from Industry Partner,9.7,Corporate Innovation Arm,1
STU08445,345,4,3,6,4,6.9,DevOps | IoT,Business Analytics | Blockchain,State-Level Startup Pitch | Social Entrepreneurship Challenge | Data Science Olympiad | Smart India Hackathon (SIH) | Product Design Sprint | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08446,158,6.5,2,7,4,7,IoT | Node.js | Data Analysis | Natural Language Processing,Computer Vision,Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | IEEE Paper Presentation | Inter-College Innovation Challenge | Product Design Sprint | Campus Ideathon | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08447,430,6.7,3,1,0,1.4,Embedded Systems | Machine Learning,Computer Vision,Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08448,470,2.3,9,6,2,5,Machine Learning | AR/VR Development,Natural Language Processing,Smart India Hackathon (SIH) | State-Level Startup Pitch | Social Entrepreneurship Challenge | Climate Action Hackathon | IEEE Paper Presentation | Campus Ideathon,1,AgriTech,We solve inefficient supply chain visibility for first-generation college students by building an IoT sensor network with real-time alerts in the AgriTech sector.,2,22,0.65,0.87,1,0,0,0,0,Featured in YourStory Startup Edition,4.1,Bootstrapped,0
STU08449,434,4.5,8,6,2,4.9,Computer Vision,Embedded Systems,Data Science Olympiad | National Hackathon | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | IEEE Paper Presentation | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08450,56,4.3,0,10,4,7.3,Blockchain | Python | Django,AR/VR Development | Embedded Systems | Node.js,IEEE Paper Presentation | Climate Action Hackathon | Social Entrepreneurship Challenge | Data Science Olympiad | Campus Ideathon | State-Level Startup Pitch | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | Product Design Sprint | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08451,212,2.9,9,11,9,10,Data Engineering | IoT | React.js | Business Analytics,Natural Language Processing | Embedded Systems,Data Science Olympiad | State-Level Startup Pitch | Smart India Hackathon (SIH) | Product Design Sprint | IEEE Paper Presentation | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | National Hackathon | Climate Action Hackathon | Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08452,61,5.6,9,8,1,4.1,Cybersecurity | Django | Node.js | DevOps,Machine Learning | Blockchain,Inter-College Innovation Challenge | Data Science Olympiad | Climate Action Hackathon | Campus Ideathon | National Hackathon | State-Level Startup Pitch | Smart India Hackathon (SIH) | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08453,451,5.1,7,3,2,4.4,Python | Android Development,UI/UX Design | IoT,Data Science Olympiad | Smart India Hackathon (SIH) | Climate Action Hackathon,1,RetailTech,We solve lack of affordable mental health access for school teachers in tier-3 districts by building a peer-to-peer micro-mentorship application in the RetailTech sector.,1,14,0.71,0.94,1,0,0,0,0,Won Best DeepTech Prototype at National Hackathon,4.1,Bootstrapped,0
STU08454,303,2.2,5,5,1,3.4,Embedded Systems | Natural Language Processing | Data Analysis | React.js,Python | Node.js,Product Design Sprint | State-Level Startup Pitch | Inter-College Innovation Challenge | Climate Action Hackathon | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08455,421,6.5,10,9,6,10,Machine Learning | Cybersecurity | Data Engineering,Natural Language Processing | Python | Cloud Computing,Inter-College Innovation Challenge | Data Science Olympiad | National Hackathon | State-Level Startup Pitch | Smart India Hackathon (SIH) | Climate Action Hackathon | Campus Ideathon | Product Design Sprint | Social Entrepreneurship Challenge,1,CivicTech,We solve untapped renewable energy in tier-2 cities for early-stage startup founders by building a gamified financial literacy learning app in the CivicTech sector.,8,40,1,0.79,1,2,2,49310,0,Secured Letter of Intent from Industry Partner,8.1,University Seed Fund,0
STU08456,325,7,2,9,5,8.5,UI/UX Design | Python | DevOps,Natural Language Processing,Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | Campus Ideathon | National Hackathon | Climate Action Hackathon | IEEE Paper Presentation | State-Level Startup Pitch | Inter-College Innovation Challenge | Product Design Sprint,1,LegalTech,We solve inaccessible legal aid for low-income families for logistics managers in emerging markets by building a computer-vision quality inspection tool in the LegalTech sector.,9,64,0.94,0.5,8,2,1,33516,1,Featured in YourStory Startup Edition,9.6,Tier-1 VC Partner (₹1Cr seed),1
STU08457,313,4.4,8,2,1,3.1,Cloud Computing | Machine Learning | Computer Vision | Android Development,Node.js,Climate Action Hackathon | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08458,158,6.8,9,12,7,10,Data Engineering,AR/VR Development,Social Entrepreneurship Challenge | Data Science Olympiad | IEEE Paper Presentation | Inter-College Innovation Challenge | Product Design Sprint | National Hackathon | State-Level Startup Pitch | Climate Action Hackathon | Campus Ideathon | Smart India Hackathon (SIH),1,FinTech,We solve carbon-intensive logistics operations for early-stage startup founders by building an AI-driven predictive analytics dashboard in the FinTech sector.,9,99,1,0.43,1,1,0,0,1,Selected for Atal Incubation Mission,9.6,Corporate Innovation Arm,1
STU08459,382,5.3,10,5,1,3.8,Cybersecurity | DevOps,Node.js,Campus Ideathon | National Hackathon | Data Science Olympiad | IEEE Paper Presentation | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08460,127,1.6,2,4,4,6.6,Android Development,IoT | Blockchain | Cybersecurity,Social Entrepreneurship Challenge | Data Science Olympiad | Climate Action Hackathon | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08461,193,4,12,3,1,3.6,Embedded Systems | IoT | Machine Learning | Django,Business Analytics | Cybersecurity,National Hackathon | Smart India Hackathon (SIH) | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08462,412,2.8,5,2,1,2.9,Machine Learning | Android Development | Business Analytics | Embedded Systems,IoT | Cybersecurity | Natural Language Processing,Social Entrepreneurship Challenge | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08463,330,4.8,6,1,0,1.6,IoT | React.js,Blockchain | Android Development | iOS Development,Climate Action Hackathon,1,CleanEnergy,We solve lack of affordable mental health access for environmental compliance officers by building a computer-vision quality inspection tool in the CleanEnergy sector.,2,53,0.62,0.61,6,0,0,0,0,Completed DST-NIDHI PRAYAS Grant,4.6,Bootstrapped,0
STU08464,438,4.3,12,8,6,10,Business Analytics | Computer Vision | Natural Language Processing,Django,Climate Action Hackathon | Data Science Olympiad | Social Entrepreneurship Challenge | National Hackathon | Smart India Hackathon (SIH) | State-Level Startup Pitch | Campus Ideathon | Inter-College Innovation Challenge,1,RetailTech,We solve inefficient supply chain visibility for senior citizens by building an IoT sensor network with real-time alerts in the RetailTech sector.,2,29,0.94,0.72,8,0,0,0,0,Filed Provisional Patent,4.1,Bootstrapped,0
STU08465,55,3.7,10,9,9,10,UI/UX Design | Android Development | Cybersecurity | iOS Development,Data Engineering | Computer Vision | Python,Smart India Hackathon (SIH) | IEEE Paper Presentation | Inter-College Innovation Challenge | Campus Ideathon | Social Entrepreneurship Challenge | Data Science Olympiad | Product Design Sprint | National Hackathon | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08466,304,6.3,11,0,0,1.9,Data Engineering | Django | Computer Vision,Business Analytics | Data Analysis,None,1,RetailTech,We solve inaccessible legal aid for low-income families for logistics managers in emerging markets by building a no-code automation workflow engine in the RetailTech sector.,3,70,0.74,0.37,8,0,0,0,0,Completed DST-NIDHI PRAYAS Grant,4.6,Bootstrapped,0
STU08467,354,4,11,11,5,9.5,Machine Learning | iOS Development | React.js,Data Analysis,Campus Ideathon | National Hackathon | Data Science Olympiad | Smart India Hackathon (SIH) | IEEE Paper Presentation | Inter-College Innovation Challenge | State-Level Startup Pitch | Social Entrepreneurship Challenge | Product Design Sprint | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08468,76,2.5,10,5,1,3.8,Data Analysis,iOS Development,Inter-College Innovation Challenge | National Hackathon | Campus Ideathon | IEEE Paper Presentation | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08469,28,5.8,8,1,1,3,Blockchain | iOS Development | Android Development | UI/UX Design,Data Engineering,Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08470,52,2.3,3,11,10,10,Data Analysis | IoT | Django,Python | Data Engineering | AR/VR Development,Social Entrepreneurship Challenge | National Hackathon | IEEE Paper Presentation | Data Science Olympiad | State-Level Startup Pitch | Climate Action Hackathon | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | Campus Ideathon | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08471,79,3.2,4,7,6,9.6,iOS Development | Python,Blockchain | Android Development | Machine Learning,Inter-College Innovation Challenge | Social Entrepreneurship Challenge | Product Design Sprint | IEEE Paper Presentation | Data Science Olympiad | Climate Action Hackathon | Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08472,293,5.9,4,0,0,1.3,Machine Learning | Natural Language Processing,AR/VR Development,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08473,232,2,2,2,1,2.7,Data Analysis,Business Analytics | Django,Climate Action Hackathon | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08474,437,6,11,12,6,10,Natural Language Processing | Embedded Systems | iOS Development | Computer Vision,AR/VR Development,Campus Ideathon | State-Level Startup Pitch | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Product Design Sprint | Data Science Olympiad | Climate Action Hackathon | IEEE Paper Presentation | Smart India Hackathon (SIH) | National Hackathon,1,HRTech,We solve inadequate early flood warning systems for low-income urban households by building an AI-driven predictive analytics dashboard in the HRTech sector.,2,24,1,0.61,2,0,0,0,0,Completed DST-NIDHI PRAYAS Grant,4.1,Bootstrapped,0
STU08475,131,4.1,5,6,6,9.5,Android Development | Node.js | UI/UX Design | Business Analytics,Cloud Computing,Product Design Sprint | Social Entrepreneurship Challenge | Data Science Olympiad | Climate Action Hackathon | Inter-College Innovation Challenge | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08476,355,1.6,2,3,2,4,iOS Development | React.js | AR/VR Development | Machine Learning,Node.js | Cybersecurity | Business Analytics,Data Science Olympiad | National Hackathon | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08477,59,5.3,5,11,1,4.2,Machine Learning | Django | Cloud Computing | UI/UX Design,Python | AR/VR Development | IoT,State-Level Startup Pitch | Smart India Hackathon (SIH) | Data Science Olympiad | Product Design Sprint | Climate Action Hackathon | Inter-College Innovation Challenge | National Hackathon | IEEE Paper Presentation | Social Entrepreneurship Challenge | Campus Ideathon,1,RetailTech,We solve untapped renewable energy in tier-2 cities for logistics managers in emerging markets by building a no-code automation workflow engine in the RetailTech sector.,2,43,0.78,0.81,3,0,0,0,0,Awarded BIRAC BIG Grant,4.9,Bootstrapped,0
STU08478,136,5.4,10,0,0,1.8,Cloud Computing | Business Analytics | IoT | Python,React.js,None,1,BioTech,We solve manual compliance reporting in hospitals for small business owners by building a mobile-first community engagement platform in the BioTech sector.,4,60,0.66,0.66,6,0,0,0,0,Reached ₹5 Lakh Monthly Recurring Revenue,5.6,Bootstrapped,0
STU08479,286,4.8,10,1,0,2,IoT,Embedded Systems | Django,IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08480,105,6.8,10,6,2,5.1,Django | Business Analytics | Cybersecurity,Cloud Computing,Inter-College Innovation Challenge | Climate Action Hackathon | IEEE Paper Presentation | Data Science Olympiad | Campus Ideathon | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08481,419,7,3,5,5,8,Embedded Systems | Computer Vision | Natural Language Processing,Blockchain | DevOps,Data Science Olympiad | Campus Ideathon | Product Design Sprint | Social Entrepreneurship Challenge | IEEE Paper Presentation,1,CivicTech,We solve carbon-intensive logistics operations for logistics managers in emerging markets by building a mobile-first community engagement platform in the CivicTech sector.,5,50,1,0.83,8,0,0,0,1,Accepted into IIT Incubation Centre,7.8,University Seed Fund,0
STU08482,299,3.4,4,4,4,6.7,Blockchain,Embedded Systems,Smart India Hackathon (SIH) | Campus Ideathon | Social Entrepreneurship Challenge | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08483,306,3,6,9,7,10,Machine Learning | Android Development | Natural Language Processing | iOS Development,Data Engineering | IoT,IEEE Paper Presentation | National Hackathon | Data Science Olympiad | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | Campus Ideathon | Product Design Sprint | Social Entrepreneurship Challenge | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08484,163,4.4,0,2,2,3.7,Django | UI/UX Design,Business Analytics | Machine Learning | Cloud Computing,Data Science Olympiad | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08485,312,2.6,2,6,1,3.3,Blockchain | Computer Vision,Cybersecurity | Machine Learning,Inter-College Innovation Challenge | State-Level Startup Pitch | Campus Ideathon | IEEE Paper Presentation | Social Entrepreneurship Challenge | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08486,128,1.6,10,9,6,10,Natural Language Processing | Machine Learning | Android Development | UI/UX Design,Embedded Systems | Business Analytics,Product Design Sprint | Social Entrepreneurship Challenge | National Hackathon | Inter-College Innovation Challenge | State-Level Startup Pitch | Climate Action Hackathon | Data Science Olympiad | Campus Ideathon | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08487,117,2.8,3,5,3,5.6,Business Analytics | React.js,DevOps | Embedded Systems,IEEE Paper Presentation | Campus Ideathon | Climate Action Hackathon | Smart India Hackathon (SIH) | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08488,406,2.4,4,8,2,4.9,AR/VR Development | UI/UX Design | Computer Vision | Cloud Computing,DevOps | Natural Language Processing,Inter-College Innovation Challenge | Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | Data Science Olympiad | IEEE Paper Presentation | Product Design Sprint | State-Level Startup Pitch | Campus Ideathon,1,RetailTech,We solve lack of affordable mental health access for rural farmers by building a federated machine learning recommendation system in the RetailTech sector.,6,22,0.68,0.93,6,0,0,0,0,Accepted into IIT Incubation Centre,7,SIDBI Startup Mitra Fund,0
STU08489,242,4.6,4,6,2,4.6,iOS Development | React.js | Computer Vision,Django | Business Analytics | Embedded Systems,Social Entrepreneurship Challenge | State-Level Startup Pitch | Smart India Hackathon (SIH) | National Hackathon | Climate Action Hackathon | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08490,335,3.3,4,7,7,10,Business Analytics,Natural Language Processing | Data Analysis,Campus Ideathon | Social Entrepreneurship Challenge | Product Design Sprint | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | State-Level Startup Pitch | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08491,416,4,11,9,8,10,iOS Development | Natural Language Processing,Business Analytics,Climate Action Hackathon | National Hackathon | IEEE Paper Presentation | Campus Ideathon | State-Level Startup Pitch | Inter-College Innovation Challenge | Social Entrepreneurship Challenge | Product Design Sprint | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08492,373,4.2,8,3,3,5.7,IoT | Embedded Systems | Machine Learning,iOS Development | Android Development,Campus Ideathon | IEEE Paper Presentation | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08493,183,4,12,5,1,3.9,Embedded Systems,iOS Development,Data Science Olympiad | National Hackathon | Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | Campus Ideathon,1,FinTech,We solve inadequate early flood warning systems for rural farmers by building a no-code automation workflow engine in the FinTech sector.,8,32,0.64,0.8,7,1,1,44832,0,Completed DST-NIDHI PRAYAS Grant,7.9,University Seed Fund,0
STU08494,343,4.6,8,2,2,4.3,iOS Development | UI/UX Design | Django,Natural Language Processing,IEEE Paper Presentation | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08495,67,1.8,3,6,0,2.1,iOS Development | Node.js | React.js | UI/UX Design,Python | Business Analytics,Data Science Olympiad | Climate Action Hackathon | Social Entrepreneurship Challenge | Product Design Sprint | National Hackathon | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU08496,499,3.2,6,8,5,8.7,Data Analysis | Node.js | Android Development | Data Engineering,Blockchain | iOS Development | DevOps,National Hackathon | Smart India Hackathon (SIH) | Climate Action Hackathon | Social Entrepreneurship Challenge | Campus Ideathon | State-Level Startup Pitch | Product Design Sprint | IEEE Paper Presentation,1,HealthTech,We solve inaccessible legal aid for low-income families for senior citizens by building a gamified financial literacy learning app in the HealthTech sector.,7,79,0.72,0.66,4,1,1,0,1,Reached ₹5 Lakh Monthly Recurring Revenue,9.4,Tier-1 VC Partner (₹1Cr seed),1
STU08497,39,5,9,2,2,4.4,Python | Cloud Computing | UI/UX Design,AR/VR Development | Data Analysis | Blockchain,Social Entrepreneurship Challenge | Data Science Olympiad,1,HRTech,We solve manual compliance reporting in hospitals for school teachers in tier-3 districts by building an AI-driven predictive analytics dashboard in the HRTech sector.,5,29,0.72,0.71,3,0,0,0,0,Filed Provisional Patent,6.3,Bootstrapped,0
STU08498,64,3,0,1,1,2.3,Cloud Computing | Business Analytics | React.js | Node.js,Computer Vision,Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
